Weather,Time,State
0,1579544590,1
0,1579545190,1
0,1579545790,1
0,1579546390,1
0,1579546990,1
0,1579547590,0
0,1579548190,0
0,1579548790,0
0,1579549390,0
0,1579549990,0
0,1579550590,0
0,1579551190,0
0,1579551790,0
0,1579552390,0
0,1579552990,0
0,1579553590,0
0,1579554190,0
0,1579554790,0
0,1579555390,0
0,1579555990,0
0,1579556590,0
0,1579557190,0
0,1579557790,0
0,1579558390,0
0,1579558990,0
0,1579559590,0
0,1579560190,0
0,1579560790,0
0,1579561390,0
0,1579561990,0
0,1579562590,0
0,1579563190,0
0,1579563790,0
0,1579564390,0
0,1579564990,0
0,1579565590,0
0,1579566190,0
0,1579566790,0
0,1579567390,0
0,1579567990,0
0,1579568590,0
0,1579569190,0
0,1579569790,0
0,1579570390,0
0,1579570990,0
0,1579571590,0
0,1579572190,0
0,1579572790,0
0,1579573390,0
0,1579573990,0
0,1579574590,0
0,1579575190,0
0,1579575790,1
0,1579576390,1
0,1579576990,1
0,1579577590,1
0,1579578190,1
0,1579578790,1
0,1579579390,1
0,1579579990,1
0,1579580590,1
0,1579581190,1
0,1579581790,1
0,1579582390,1
0,1579582991,1
0,1579583590,1
0,1579584190,1
0,1579584790,1
0,1579585390,1
0,1579585990,1
0,1579586590,1
0,1579587190,1
0,1579587790,1
0,1579588390,1
0,1579588990,1
0,1579589590,1
0,1579590190,1
0,1579590790,1
0,1579591390,0
0,1579591990,0
0,1579592590,0
0,1579593190,0
0,1579593790,0
0,1579594390,0
0,1579594990,0
0,1579595590,0
0,1579596190,0
0,1579596790,0
0,1579597390,0
0,1579597990,0
0,1579598590,0
0,1579599190,0
0,1579599790,0
0,1579600390,0
0,1579600990,0
0,1579601590,0
0,1579602190,0
0,1579602790,0
0,1579603390,0
0,1579603990,0
0,1579604590,0
0,1579605190,0
0,1579605790,0
0,1579606390,0
0,1579606990,0
0,1579607590,0
0,1579608190,0
0,1579608790,0
0,1579609390,0
0,1579609990,0
0,1579610590,0
0,1579611190,0
0,1579611790,0
0,1579612390,0
0,1579612990,0
0,1579613590,0
0,1579614190,0
0,1579614790,0
0,1579615390,0
0,1579615990,0
0,1579616590,0
0,1579617190,0
0,1579617790,0
0,1579618390,0
0,1579618990,0
0,1579619590,0
0,1579620190,0
0,1579620790,0
0,1579621390,1
0,1579621990,1
